0,1
2163.05,"Curtis, In re, 354 F.3d 1347, 69 USPQ2d 1274 (Fed. Cir. 2004)"
2163,"Curtis, In re, 354 F.3d 1347, 69 USPQ2d 1274 (Fed. Cir. 2004)"
2141.03,"Custom Accessories, Inc. v. Jeffrey-Allan Industries, Inc., 807 F.2d 955, 1 USPQ2d 1196 (Fed. Cir. 1986)"
2141,"Custom Accessories, Inc. v. Jeffrey-Allan Industries, Inc., 807 F.2d 955, 1 USPQ2d 1196 (Fed. Cir. 1986)"
2106,"Cyberfone Sys. v. CNN Interactive Grp., 558 Fed. Appx. 988 (Fed. Cir. 2014)"
2106.05(g),"CyberSource Corp. v. Retail Decisions, Inc., 654 F.3d 1366, 99 USPQ2d 1690 (Fed. Cir. 2011)"
2106.05(c),"CyberSource Corp. v. Retail Decisions, Inc., 654 F.3d 1366, 99 USPQ2d 1690 (Fed. Cir. 2011)"
2106.05(b),"CyberSource Corp. v. Retail Decisions, Inc., 654 F.3d 1366, 99 USPQ2d 1690 (Fed. Cir. 2011)"
2106.05,"CyberSource Corp. v. Retail Decisions, Inc., 654 F.3d 1366, 99 USPQ2d 1690 (Fed. Cir. 2011)"
2106.04(a)(1),"CyberSource Corp. v. Retail Decisions, Inc., 654 F.3d 1366, 99 USPQ2d 1690 (Fed. Cir. 2011)"
2144.04,"Dailey, In re, 357 F.2d 669, 149 USPQ 47 (CCPA 1966)"
2004,"Dale Electronics Inc. v. R.C.L. Electronics, 488 F.2d 382, 180 USPQ 225 (1st Cir. 1973)"
1512,"Dallas Cowboys Cheerleaders, Inc. v. Pussycat Cinema, Ltd., 604 F.2d 200, 203 USPQ 161 (2d Cir. 1979)"
1512,"Dallas Cowboys Cheerleaders, Inc. v. Pussycat Cinema, Ltd., 604 F.2d 200, 203 USPQ 161 (2d Cir. 1979)"
1512,"Dallas Cowboys Cheerleaders, Inc. v. Pussycat Cinema, Ltd., 604 F.2d 200, 203 USPQ 161 (2d Cir. 1979)"
1512,"Dallas Cowboys Cheerleaders, Inc. v. Pussycat Cinema, Ltd., 604 F.2d 200, 203 USPQ 161 (2d Cir. 1979)"
2165.04,"Dana Corp. v. IPC Ltd. Partnership, 860 F.2d 415, 8 USPQ2d 1692 (Fed. Cir. 1988)"
2143.01,"Dance, In re, 160 F.3d 1339, 48 USPQ2d 1635 (Fed. Cir. 1998)"
1504.04,"Daniels, In re, 144 F.3d 1452, 46 USPQ2d 1788 (Fed. Cir. 1998)"
1504.04,"Daniels, In re, 144 F.3d 1452, 46 USPQ2d 1788 (Fed. Cir. 1998)"
1504.04,"Daniels, In re, 144 F.3d 1452, 46 USPQ2d 1788 (Fed. Cir. 1998)"
1504.04,"Daniels, In re, 144 F.3d 1452, 46 USPQ2d 1788 (Fed. Cir. 1998)"
1504.04,"Daniels, In re, 144 F.3d 1452, 46 USPQ2d 1788 (Fed. Cir. 1998)"
1504.04,"Daniels, In re, 144 F.3d 1452, 46 USPQ2d 1788 (Fed. Cir. 1998)"
1504.04,"Daniels, In re, 144 F.3d 1452, 46 USPQ2d 1788 (Fed. Cir. 1998)"
1504.04,"Daniels, In re, 144 F.3d 1452, 46 USPQ2d 1788 (Fed. Cir. 1998)"
1504.04,"Daniels, In re, 144 F.3d 1452, 46 USPQ2d 1788 (Fed. Cir. 1998)"
1504.04,"Daniels, In re, 144 F.3d 1452, 46 USPQ2d 1788 (Fed. Cir. 1998)"
1504.04,"Daniels, In re, 144 F.3d 1452, 46 USPQ2d 1788 (Fed. Cir. 1998)"
1504.04,"Daniels, In re, 144 F.3d 1452, 46 USPQ2d 1788 (Fed. Cir. 1998)"
1504.04,"Daniels, In re, 144 F.3d 1452, 46 USPQ2d 1788 (Fed. Cir. 1998)"
1504.04,"Daniels, In re, 144 F.3d 1452, 46 USPQ2d 1788 (Fed. Cir. 1998)"
1504.04,"Daniels, In re, 144 F.3d 1452, 46 USPQ2d 1788 (Fed. Cir. 1998)"
1504.04,"Daniels, In re, 144 F.3d 1452, 46 USPQ2d 1788 (Fed. Cir. 1998)"
1503.02,"Daniels, In re, 144 F.3d 1452, 46 USPQ2d 1788 (Fed. Cir. 1998)"
1503.02,"Daniels, In re, 144 F.3d 1452, 46 USPQ2d 1788 (Fed. Cir. 1998)"
1503.02,"Daniels, In re, 144 F.3d 1452, 46 USPQ2d 1788 (Fed. Cir. 1998)"
1503.02,"Daniels, In re, 144 F.3d 1452, 46 USPQ2d 1788 (Fed. Cir. 1998)"
1503.02,"Daniels, In re, 144 F.3d 1452, 46 USPQ2d 1788 (Fed. Cir. 1998)"
1503.02,"Daniels, In re, 144 F.3d 1452, 46 USPQ2d 1788 (Fed. Cir. 1998)"
1503.02,"Daniels, In re, 144 F.3d 1452, 46 USPQ2d 1788 (Fed. Cir. 1998)"
1503.02,"Daniels, In re, 144 F.3d 1452, 46 USPQ2d 1788 (Fed. Cir. 1998)"
1503.02,"Daniels, In re, 144 F.3d 1452, 46 USPQ2d 1788 (Fed. Cir. 1998)"
1503.02,"Daniels, In re, 144 F.3d 1452, 46 USPQ2d 1788 (Fed. Cir. 1998)"
1503.02,"Daniels, In re, 144 F.3d 1452, 46 USPQ2d 1788 (Fed. Cir. 1998)"
1503.02,"Daniels, In re, 144 F.3d 1452, 46 USPQ2d 1788 (Fed. Cir. 1998)"
1503.02,"Daniels, In re, 144 F.3d 1452, 46 USPQ2d 1788 (Fed. Cir. 1998)"
2143,"Dann v. Johnston, 425 U.S. 219, 189 USPQ 257 (1976)"
2141.03,"Dann v. Johnston, 425 U.S. 219, 189 USPQ 257 (1976)"
2141,"Dann v. Johnston, 425 U.S. 219, 189 USPQ 257 (1976)"
716.01(a),"Dann v. Johnston, 425 U.S. 219, 189 USPQ 257 (1976)"
211.02,"Dart Indus. v. Banner, 636 F.2d 684, 207 USPQ 273 (C.A.D.C. 1980)"
211.02,"Dart Indus. v. Banner, 636 F.2d 684, 207 USPQ 273 (C.A.D.C. 1980)"
201.06(c),"Dart Indus. v. Banner, 636 F.2d 684, 207 USPQ 273 (C.A.D.C. 1980)"
201.06(c),"Dart Indus. v. Banner, 636 F.2d 684, 207 USPQ 273 (C.A.D.C. 1980)"
2133.03(c),"Dart Indus. v. E.I. du Pont de Nemours & Co., 489 F.2d 1359, 179 USPQ 392 (7th Cir. 1973)"
2133.03,"Dart Indus. v. E.I. du Pont de Nemours & Co., 489 F.2d 1359, 179 USPQ 392 (7th Cir. 1973)"
2184,"Data Line Corp. v. Micro Technologies, Inc., 813 F.2d 1196, 1 USPQ2d 2052 (Fed. Cir. 1987)"
2183,"Data Line Corp. v. Micro Technologies, Inc., 813 F.2d 1196, 1 USPQ2d 2052 (Fed. Cir. 1987)"
2173.05(g),"Datamize LLC v. Plumtree Software, Inc., 417 F.3d 1342, 75 USPQ2d 1801 (Fed. Cir. 2005)"
2173.05(b),"Datamize LLC v. Plumtree Software, Inc., 417 F.3d 1342, 75 USPQ2d 1801 (Fed. Cir. 2005)"
2163,"Davis, Ex parte, 80 USPQ 448 (Bd. App. 1948)"
2111.03,"Davis, Ex parte, 80 USPQ 448 (Bd. App. 1948)"
804,"Davis, Ex parte, 56 USPQ2d 1434 (Bd. Pat. App. & Inter. 2000)"
804,"Davis, Ex parte, 56 USPQ2d 1434 (Bd. Pat. App. & Inter. 2000)"
804,"Davis, Ex parte, 56 USPQ2d 1434 (Bd. Pat. App. & Inter. 2000)"
804,"Davis, Ex parte, 56 USPQ2d 1434 (Bd. Pat. App. & Inter. 2000)"
804,"Davis, Ex parte, 56 USPQ2d 1434 (Bd. Pat. App. & Inter. 2000)"
804,"Davis, Ex parte, 56 USPQ2d 1434 (Bd. Pat. App. & Inter. 2000)"
804,"Davis, Ex parte, 56 USPQ2d 1434 (Bd. Pat. App. & Inter. 2000)"
804,"Davis, Ex parte, 56 USPQ2d 1434 (Bd. Pat. App. & Inter. 2000)"
804,"Davis, Ex parte, 56 USPQ2d 1434 (Bd. Pat. App. & Inter. 2000)"
804,"Davis, Ex parte, 56 USPQ2d 1434 (Bd. Pat. App. & Inter. 2000)"
804,"Davis, Ex parte, 56 USPQ2d 1434 (Bd. Pat. App. & Inter. 2000)"
2134,"Davis Harvester Co., Inc. v. Long Mfg. Co., 252 F. Supp. 989, 149 USPQ 420 (E.D.N.C. 1966)"
2137.01,"Davis v. Carrier, 81 F.2d 250, 28 USPQ 227 (CCPA 1936)"
2004,"Dayco Prod., Inc. v. Total Containment, Inc., 329 F.3d 1358, 66 USPQ2d 1801 (Fed. Cir. 2003)"
2001.06(b),"Dayco Prod., Inc. v. Total Containment, Inc., 329 F.3d 1358, 66 USPQ2d 1801 (Fed. Cir. 2003)"
1207.03(a),"DBC, In re, 545 F.3d 1373, 89 USPQ2d 1123 (Fed. Cir. 2008)"
2106.04(a)(1),"Dealertrack Inc. v. Huber, 674 F.3d 1315, 101 USPQ2d 1325 (Fed. Cir. 2012)"
2106,"Dealertrack Inc. v. Huber, 674 F.3d 1315, 101 USPQ2d 1325 (Fed. Cir. 2012)"
2155.01,"DeBaun, In re, 687 F.2d 459, 214 USPQ 933 (CCPA 1982)"
2137.01,"DeBaun, In re, 687 F.2d 459, 214 USPQ 933 (CCPA 1982)"
2136.05,"DeBaun, In re, 687 F.2d 459, 214 USPQ 933 (CCPA 1982)"
717.01(a)(1),"DeBaun, In re, 687 F.2d 459, 214 USPQ 933 (CCPA 1982)"
716.10,"DeBaun, In re, 687 F.2d 459, 214 USPQ 933 (CCPA 1982)"
715.01(a),"DeBaun, In re, 687 F.2d 459, 214 USPQ 933 (CCPA 1982)"
2145,"De Blauwe, In re, 736 F.2d 699, 222 USPQ 191 (Fed. Cir. 1984)"
716.01(c),"De Blauwe, In re, 736 F.2d 699, 222 USPQ 191 (Fed. Cir. 1984)"
2106.07(a),"DDR Holdings, LLC v. Hotels.com, L.P., 773 F.3d 1245, 113 USPQ2d 1097 (Fed. Cir. 2014)"
2106.05(f),"DDR Holdings, LLC v. Hotels.com, L.P., 773 F.3d 1245, 113 USPQ2d 1097 (Fed. Cir. 2014)"
2173.05(b),"DDR Holdings, LLC v. Hotels.com, L.P., 773 F.3d 1245, 113 USPQ2d 1097 (Fed. Cir. 2014)"
2106.05(d),"DDR Holdings, LLC v. Hotels.com, L.P., 773 F.3d 1245, 113 USPQ2d 1097 (Fed. Cir. 2014)"
2106.05(c),"DDR Holdings, LLC v. Hotels.com, L.P., 773 F.3d 1245, 113 USPQ2d 1097 (Fed. Cir. 2014)"
2106.05(b),"DDR Holdings, LLC v. Hotels.com, L.P., 773 F.3d 1245, 113 USPQ2d 1097 (Fed. Cir. 2014)"
2106.05(a),"DDR Holdings, LLC v. Hotels.com, L.P., 773 F.3d 1245, 113 USPQ2d 1097 (Fed. Cir. 2014)"
2106.05,"DDR Holdings, LLC v. Hotels.com, L.P., 773 F.3d 1245, 113 USPQ2d 1097 (Fed. Cir. 2014)"
2106.04(a)(1),"DDR Holdings, LLC v. Hotels.com, L.P., 773 F.3d 1245, 113 USPQ2d 1097 (Fed. Cir. 2014)"
2308.03,"Deckler, In re, 977 F.2d 1449, 24 USPQ2d 1448 (Fed. Cir. 1992)"
2155.06,"Deckler, In re, 977 F.2d 1449, 24 USPQ2d 1448 (Fed. Cir. 1992)"
2138.01,"Deckler, In re, 977 F.2d 1449, 24 USPQ2d 1448 (Fed. Cir. 1992)"
715,"Deckler, In re, 977 F.2d 1449, 24 USPQ2d 1448 (Fed. Cir. 1992)"
715,"Deckler, In re, 977 F.2d 1449, 24 USPQ2d 1448 (Fed. Cir. 1992)"
715,"Deckler, In re, 977 F.2d 1449, 24 USPQ2d 1448 (Fed. Cir. 1992)"
715,"Deckler, In re, 977 F.2d 1449, 24 USPQ2d 1448 (Fed. Cir. 1992)"
715,"Deckler, In re, 977 F.2d 1449, 24 USPQ2d 1448 (Fed. Cir. 1992)"
715,"Deckler, In re, 977 F.2d 1449, 24 USPQ2d 1448 (Fed. Cir. 1992)"
715,"Deckler, In re, 977 F.2d 1449, 24 USPQ2d 1448 (Fed. Cir. 1992)"
715,"Deckler, In re, 977 F.2d 1449, 24 USPQ2d 1448 (Fed. Cir. 1992)"
715,"Deckler, In re, 977 F.2d 1449, 24 USPQ2d 1448 (Fed. Cir. 1992)"
2128.01,"Deep Welding, Inc. v. Sciaky Bros., 417 F.2d 1227, 163 USPQ 144 (7th Cir. 1969)"
715.03,"Defano, In re, 392 F.2d 280, 157 USPQ 192 (CCPA 1968)"
715.02,"Defano, In re, 392 F.2d 280, 157 USPQ 192 (CCPA 1968)"
2181,"Default Proof Credit Card System, Inc. v. Home Depot U.S.A., Inc., 412 F.3d 1291, 75 USPQ2d 1116 (Fed. Cir. 2005)"
2181,"De Graffenried v. United States, 20 Cl. Ct. 458, 16 USPQ2d 1321 (Cl. Ct. 1990)"
2133.02,"De Graffenried v. United States, 20 Cl. Ct. 458, 16 USPQ2d 1321 (Cl. Ct. 1990)"
2163,"De Lajarte, In re, 337 F.2d 870, 143 USPQ 256 (CCPA 1964)"
2111.03,"De Lajarte, In re, 337 F.2d 870, 143 USPQ 256 (CCPA 1964)"
711.03(c),"Delgar Inc. v. Schuyler, 172 USPQ 513 (D.D.C. 1970)"
716.03(b),"Demaco Corp. v. Von Langsdorff Licensing Ltd., 851 F.2d 1387, 7 USPQ2d 1222 (Fed. Cir. 1988)"
716.03(a),"Demaco Corp. v. Von Langsdorff Licensing Ltd., 851 F.2d 1387, 7 USPQ2d 1222 (Fed. Cir. 1988)"
716.03,"Demaco Corp. v. Von Langsdorff Licensing Ltd., 851 F.2d 1387, 7 USPQ2d 1222 (Fed. Cir. 1988)"
716.01(d),"Demaco Corp. v. Von Langsdorff Licensing Ltd., 851 F.2d 1387, 7 USPQ2d 1222 (Fed. Cir. 1988)"
716.01(b),"Demaco Corp. v. Von Langsdorff Licensing Ltd., 851 F.2d 1387, 7 USPQ2d 1222 (Fed. Cir. 1988)"
2144.04,"Dembiczak, In re, 175 F.3d 994, 50 USPQ2d 1614 (Fed. Cir. 1999)"
1504.06,"Dembiczak, In re, 175 F.3d 994, 50 USPQ2d 1614 (Fed. Cir. 1999)"
1504.06,"Dembiczak, In re, 175 F.3d 994, 50 USPQ2d 1614 (Fed. Cir. 1999)"
1504.06,"Dembiczak, In re, 175 F.3d 994, 50 USPQ2d 1614 (Fed. Cir. 1999)"
1504.06,"Dembiczak, In re, 175 F.3d 994, 50 USPQ2d 1614 (Fed. Cir. 1999)"
1504.06,"Dembiczak, In re, 175 F.3d 994, 50 USPQ2d 1614 (Fed. Cir. 1999)"
1504.06,"Dembiczak, In re, 175 F.3d 994, 50 USPQ2d 1614 (Fed. Cir. 1999)"
1504.06,"Dembiczak, In re, 175 F.3d 994, 50 USPQ2d 1614 (Fed. Cir. 1999)"
1504.06,"Dembiczak, In re, 175 F.3d 994, 50 USPQ2d 1614 (Fed. Cir. 1999)"
1504.06,"Dembiczak, In re, 175 F.3d 994, 50 USPQ2d 1614 (Fed. Cir. 1999)"
1504.06,"Dembiczak, In re, 175 F.3d 994, 50 USPQ2d 1614 (Fed. Cir. 1999)"
1504.06,"Dembiczak, In re, 175 F.3d 994, 50 USPQ2d 1614 (Fed. Cir. 1999)"
1504.06,"Dembiczak, In re, 175 F.3d 994, 50 USPQ2d 1614 (Fed. Cir. 1999)"
1504.06,"Dembiczak, In re, 175 F.3d 994, 50 USPQ2d 1614 (Fed. Cir. 1999)"
2141.01(a),"Deminski, In re, 796 F.2d 436, 230 USPQ 313 (Fed. Cir. 1986)"
2143,"DePuy Spine, Inc. v. Medtronic Sofamor Danek, Inc., 567 F.3d 1314, 90 USPQ2d 1865 (Fed. Cir. 2009)"
1504.05,"De Seversky, In re, 474 F.2d 671, 177 USPQ 144 (CCPA 1973)"
1504.05,"De Seversky, In re, 474 F.2d 671, 177 USPQ 144 (CCPA 1973)"
1504.05,"De Seversky, In re, 474 F.2d 671, 177 USPQ 144 (CCPA 1973)"
1504.05,"De Seversky, In re, 474 F.2d 671, 177 USPQ 144 (CCPA 1973)"
1504.05,"De Seversky, In re, 474 F.2d 671, 177 USPQ 144 (CCPA 1973)"
1504.05,"De Seversky, In re, 474 F.2d 671, 177 USPQ 144 (CCPA 1973)"
1504.05,"De Seversky, In re, 474 F.2d 671, 177 USPQ 144 (CCPA 1973)"
1504.05,"De Seversky, In re, 474 F.2d 671, 177 USPQ 144 (CCPA 1973)"
1504.05,"De Seversky, In re, 474 F.2d 671, 177 USPQ 144 (CCPA 1973)"
1504.05,"De Seversky, In re, 474 F.2d 671, 177 USPQ 144 (CCPA 1973)"
1504.05,"De Seversky, In re, 474 F.2d 671, 177 USPQ 144 (CCPA 1973)"
1504.05,"De Seversky, In re, 474 F.2d 671, 177 USPQ 144 (CCPA 1973)"
1504.05,"De Seversky, In re, 474 F.2d 671, 177 USPQ 144 (CCPA 1973)"
1504.05,"De Seversky, In re, 474 F.2d 671, 177 USPQ 144 (CCPA 1973)"
1504.05,"De Seversky, In re, 474 F.2d 671, 177 USPQ 144 (CCPA 1973)"
1504.05,"De Seversky, In re, 474 F.2d 671, 177 USPQ 144 (CCPA 1973)"
1504.05,"De Seversky, In re, 474 F.2d 671, 177 USPQ 144 (CCPA 1973)"
1504.05,"De Seversky, In re, 474 F.2d 671, 177 USPQ 144 (CCPA 1973)"
1504.05,"De Seversky, In re, 474 F.2d 671, 177 USPQ 144 (CCPA 1973)"
1504.05,"De Seversky, In re, 474 F.2d 671, 177 USPQ 144 (CCPA 1973)"
1504.05,"De Seversky, In re, 474 F.2d 671, 177 USPQ 144 (CCPA 1973)"
608.01(p),"De Seversky, In re, 474 F.2d 671, 177 USPQ 144 (CCPA 1973)"
608.01(p),"De Seversky, In re, 474 F.2d 671, 177 USPQ 144 (CCPA 1973)"
608.01(p),"De Seversky, In re, 474 F.2d 671, 177 USPQ 144 (CCPA 1973)"
608.01(p),"De Seversky, In re, 474 F.2d 671, 177 USPQ 144 (CCPA 1973)"
201.06(c),"De Seversky, In re, 474 F.2d 671, 177 USPQ 144 (CCPA 1973)"
201.06(c),"De Seversky, In re, 474 F.2d 671, 177 USPQ 144 (CCPA 1973)"
1216.02,"DeSeversky v. Brenner, 424 F.2d 857, 164 USPQ 495 (D.C. Cir. 1970)"
2138.06,"De Solms v. Schoenwald, 15 USPQ2d 1507 (Bd. Pat. App. & Inter. 1990)"
2138.05,"De Solms v. Schoenwald, 15 USPQ2d 1507 (Bd. Pat. App. & Inter. 1990)"
2137.02,"DesOrmeaux, Ex parte, 25 USPQ2d 2040 (Bd. Pat. App. & Inter. 1992)"
2137.01,"DesOrmeaux, Ex parte, 25 USPQ2d 2040 (Bd. Pat. App. & Inter. 1992)"
2136.04,"DesOrmeaux, Ex parte, 25 USPQ2d 2040 (Bd. Pat. App. & Inter. 1992)"
715.09,"Deters, In re, 515 F.2d 1152, 185 USPQ 644 (CCPA 1975)"
2144.08,"Deuel, In re, 51 F.3d 1552, 34 USPQ2d 1210 (Fed. Cir. 1995)"
2143,"Deuel, In re, 51 F.3d 1552, 34 USPQ2d 1210 (Fed. Cir. 1995)"
2163,"Deuel, In re, 51 F.3d 1552, 34 USPQ2d 1210 (Fed. Cir. 1995)"
2144.09,"Deuel, In re, 51 F.3d 1552, 34 USPQ2d 1210 (Fed. Cir. 1995)"
2143,"Deuel, In re, 51 F.3d 1552, 34 USPQ2d 1210 (Fed. Cir. 1995)"
2107.01,"Diamond v. Chakrabarty, 447 U.S. 303, 206 USPQ 193 (1980)"
2106.04(c),"Diamond v. Chakrabarty, 447 U.S. 303, 206 USPQ 193 (1980)"
2106.04(b),"Diamond v. Chakrabarty, 447 U.S. 303, 206 USPQ 193 (1980)"
2106.04,"Diamond v. Chakrabarty, 447 U.S. 303, 206 USPQ 193 (1980)"
2106.03,"Diamond v. Chakrabarty, 447 U.S. 303, 206 USPQ 193 (1980)"
2106,"Diamond v. Chakrabarty, 447 U.S. 303, 206 USPQ 193 (1980)"
2105,"Diamond v. Chakrabarty, 447 U.S. 303, 206 USPQ 193 (1980)"
2103,"Diamond v. Chakrabarty, 447 U.S. 303, 206 USPQ 193 (1980)"
2111.05,"Diamond v. Diehr, 450 U.S. 175, 209 USPQ 1 (1981)"
2107.01,"Diamond v. Diehr, 450 U.S. 175, 209 USPQ 1 (1981)"
2106.07(a),"Diamond v. Diehr, 450 U.S. 175, 209 USPQ 1 (1981)"
2106.05(h),"Diamond v. Diehr, 450 U.S. 175, 209 USPQ 1 (1981)"
2106.05(e),"Diamond v. Diehr, 450 U.S. 175, 209 USPQ 1 (1981)"
2106.05(d),"Diamond v. Diehr, 450 U.S. 175, 209 USPQ 1 (1981)"
2106.05(c),"Diamond v. Diehr, 450 U.S. 175, 209 USPQ 1 (1981)"
2106.05(a),"Diamond v. Diehr, 450 U.S. 175, 209 USPQ 1 (1981)"
2106.05,"Diamond v. Diehr, 450 U.S. 175, 209 USPQ 1 (1981)"
2106.04(a)(1),"Diamond v. Diehr, 450 U.S. 175, 209 USPQ 1 (1981)"
2106.04,"Diamond v. Diehr, 450 U.S. 175, 209 USPQ 1 (1981)"
2106,"Diamond v. Diehr, 450 U.S. 175, 209 USPQ 1 (1981)"
2103,"Diamond v. Diehr, 450 U.S. 175, 209 USPQ 1 (1981)"
1449.02,"Dien, In re, 680 F.2d 151, 214 USPQ 10 (CCPA 1982)"
2106.04(a)(1),"Digitech Image Tech., LLC v. Electronics for Imaging, Inc., 758 F.3d 1344, 111 USPQ2d 1717 (Fed. Cir. 2014)"
2106.03,"Digitech Image Tech., LLC v. Electronics for Imaging, Inc., 758 F.3d 1344, 111 USPQ2d 1717 (Fed. Cir. 2014)"
2106,"Digitech Image Tech., LLC v. Electronics for Imaging, Inc., 758 F.3d 1344, 111 USPQ2d 1717 (Fed. Cir. 2014)"
2145,"Dillon, In re, 919 F.2d 688, 16 USPQ2d 1897 (Fed. Cir. 1990)"
2144.09,"Dillon, In re, 919 F.2d 688, 16 USPQ2d 1897 (Fed. Cir. 1990)"
2144.08,"Dillon, In re, 919 F.2d 688, 16 USPQ2d 1897 (Fed. Cir. 1990)"
2144,"Dillon, In re, 919 F.2d 688, 16 USPQ2d 1897 (Fed. Cir. 1990)"
2141,"Dillon, In re, 919 F.2d 688, 16 USPQ2d 1897 (Fed. Cir. 1990)"
2144.04,"Dilnot, In re, 319 F.2d 188, 138 USPQ 248 (CCPA 1963)"
1490,"Dinsmore, In re, 757 F.3d 1343, 111 USPQ2d 1229 (Fed. Cir. 2014)"
1490,"Dinsmore, In re, 757 F.3d 1343, 111 USPQ2d 1229 (Fed. Cir. 2014)"
1490,"Dinsmore, In re, 757 F.3d 1343, 111 USPQ2d 1229 (Fed. Cir. 2014)"
1490,"Dinsmore, In re, 757 F.3d 1343, 111 USPQ2d 1229 (Fed. Cir. 2014)"
1490,"Dinsmore, In re, 757 F.3d 1343, 111 USPQ2d 1229 (Fed. Cir. 2014)"
1490,"Dinsmore, In re, 757 F.3d 1343, 111 USPQ2d 1229 (Fed. Cir. 2014)"
1490,"Dinsmore, In re, 757 F.3d 1343, 111 USPQ2d 1229 (Fed. Cir. 2014)"
1490,"Dinsmore, In re, 757 F.3d 1343, 111 USPQ2d 1229 (Fed. Cir. 2014)"
1490,"Dinsmore, In re, 757 F.3d 1343, 111 USPQ2d 1229 (Fed. Cir. 2014)"
1490,"Dinsmore, In re, 757 F.3d 1343, 111 USPQ2d 1229 (Fed. Cir. 2014)"
1490,"Dinsmore, In re, 757 F.3d 1343, 111 USPQ2d 1229 (Fed. Cir. 2014)"
1490,"Dinsmore, In re, 757 F.3d 1343, 111 USPQ2d 1229 (Fed. Cir. 2014)"
1490,"Dinsmore, In re, 757 F.3d 1343, 111 USPQ2d 1229 (Fed. Cir. 2014)"
1490,"Dinsmore, In re, 757 F.3d 1343, 111 USPQ2d 1229 (Fed. Cir. 2014)"
1490,"Dinsmore, In re, 757 F.3d 1343, 111 USPQ2d 1229 (Fed. Cir. 2014)"
1490,"Dinsmore, In re, 757 F.3d 1343, 111 USPQ2d 1229 (Fed. Cir. 2014)"
1490,"Dinsmore, In re, 757 F.3d 1343, 111 USPQ2d 1229 (Fed. Cir. 2014)"
1490,"Dinsmore, In re, 757 F.3d 1343, 111 USPQ2d 1229 (Fed. Cir. 2014)"
1490,"Dinsmore, In re, 757 F.3d 1343, 111 USPQ2d 1229 (Fed. Cir. 2014)"
1490,"Dinsmore, In re, 757 F.3d 1343, 111 USPQ2d 1229 (Fed. Cir. 2014)"
1490,"Dinsmore, In re, 757 F.3d 1343, 111 USPQ2d 1229 (Fed. Cir. 2014)"
1490,"Dinsmore, In re, 757 F.3d 1343, 111 USPQ2d 1229 (Fed. Cir. 2014)"
1490,"Dinsmore, In re, 757 F.3d 1343, 111 USPQ2d 1229 (Fed. Cir. 2014)"
1490,"Dinsmore, In re, 757 F.3d 1343, 111 USPQ2d 1229 (Fed. Cir. 2014)"
1490,"Dinsmore, In re, 757 F.3d 1343, 111 USPQ2d 1229 (Fed. Cir. 2014)"
1490,"Dinsmore, In re, 757 F.3d 1343, 111 USPQ2d 1229 (Fed. Cir. 2014)"
1490,"Dinsmore, In re, 757 F.3d 1343, 111 USPQ2d 1229 (Fed. Cir. 2014)"
1490,"Dinsmore, In re, 757 F.3d 1343, 111 USPQ2d 1229 (Fed. Cir. 2014)"
1490,"Dinsmore, In re, 757 F.3d 1343, 111 USPQ2d 1229 (Fed. Cir. 2014)"
1490,"Dinsmore, In re, 757 F.3d 1343, 111 USPQ2d 1229 (Fed. Cir. 2014)"
1490,"Dinsmore, In re, 757 F.3d 1343, 111 USPQ2d 1229 (Fed. Cir. 2014)"
1490,"Dinsmore, In re, 757 F.3d 1343, 111 USPQ2d 1229 (Fed. Cir. 2014)"
1490,"Dinsmore, In re, 757 F.3d 1343, 111 USPQ2d 1229 (Fed. Cir. 2014)"
1490,"Dinsmore, In re, 757 F.3d 1343, 111 USPQ2d 1229 (Fed. Cir. 2014)"
1490,"Dinsmore, In re, 757 F.3d 1343, 111 USPQ2d 1229 (Fed. Cir. 2014)"
1490,"Dinsmore, In re, 757 F.3d 1343, 111 USPQ2d 1229 (Fed. Cir. 2014)"
1490,"Dinsmore, In re, 757 F.3d 1343, 111 USPQ2d 1229 (Fed. Cir. 2014)"
1490,"Dinsmore, In re, 757 F.3d 1343, 111 USPQ2d 1229 (Fed. Cir. 2014)"
1490,"Dinsmore, In re, 757 F.3d 1343, 111 USPQ2d 1229 (Fed. Cir. 2014)"
1490,"Dinsmore, In re, 757 F.3d 1343, 111 USPQ2d 1229 (Fed. Cir. 2014)"
1490,"Dinsmore, In re, 757 F.3d 1343, 111 USPQ2d 1229 (Fed. Cir. 2014)"
1402,"Dinsmore, In re, 757 F.3d 1343, 111 USPQ2d 1229 (Fed. Cir. 2014)"
2128.01,"Diomed, Inc. v. Angiodynamics, 450 F.Supp.2d 130 (D. Mass. 2006)"
2111.05,"DiStefano, In re, 808 F.3d 845, 117 USPQ2d 1267 (Fed. Cir. 2015)"
2133.03(c),"D.L. Auld Co. v. Chroma Graphics Corp., 714 F.2d 1144, 219 USPQ 13 (Fed. Cir. 1983)"
2184,"D.M.I., Inc. v. Deere & Co., 755 F.2d 1570, 225 USPQ 236 (Fed. Cir. 1985)"
1412.03,"Doll, In re, 419 F.2d 925, 164 USPQ 218 (CCPA 1970)"
1412.03,"Doll, In re, 419 F.2d 925, 164 USPQ 218 (CCPA 1970)"
1412.03,"Doll, In re, 419 F.2d 925, 164 USPQ 218 (CCPA 1970)"
2181,"Donaldson Co., In re, 16 F.3d 1189, 29 USPQ2d 1845 (Fed. Cir. 1994)"
2173.01,"Donaldson Co., In re, 16 F.3d 1189, 29 USPQ2d 1845 (Fed. Cir. 1994)"
